iter	Passed	Remaining
505	1221	1192
506	1224	1190
507	1226	1187
508	1228	1185
509	1231	1182
510	1233	1180
511	1235	1177
512	1238	1175
513	1240	1172
514	1242	1170
515	1245	1167
516	1247	1165
517	1249	1162
518	1251	1160
519	1254	1157
520	1256	1155
521	1259	1152
522	1261	1150
523	1263	1147
524	1265	1145
525	1268	1142
526	1270	1140
527	1272	1137
528	1275	1135
529	1277	1132
530	1279	1130
531	1282	1127
532	1284	1125
533	1286	1123
534	1289	1120
535	1291	1118
536	1293	1115
537	1296	1113
538	1298	1110
539	1300	1108
540	1303	1105
541	1305	1103
542	1307	1100
543	1310	1098
544	1312	1095
545	1315	1093
546	1317	1091
547	1319	1088
548	1321	1085
549	1324	1083
550	1326	1081
551	1328	1078
552	1331	1076
553	1333	1073
554	1335	1071
555	1338	1068
556	1340	1066
557	1342	1063
558	1345	1061
559	1347	1058
560	1349	1056
561	1352	1053
562	1354	1051
563	1356	1048
564	1359	1046
565	1361	1043
566	1363	1041
567	1366	1038
568	1368	1036
569	1370	1034
570	1372	1031
571	1375	1029
572	1377	1026
573	1379	1024
574	1382	1021
575	1384	1019
576	1386	1016
577	1389	1014
578	1391	1011
579	1394	1009
580	1396	1007
581	1398	1004
582	1401	1002
583	1403	999
584	1405	997
585	1408	994
586	1410	992
587	1412	989
588	1415	987
589	1417	985
590	1419	982
591	1422	980
592	1424	977
593	1426	975
594	1429	972
595	1431	970
596	1433	967
597	1436	965
598	1438	962
599	1440	960
600	1442	957
601	1445	955
602	1447	953
603	1449	950
604	1452	948
605	1454	945
606	1456	943
607	1459	940
608	1461	938
609	1463	935
610	1466	933
611	1468	930
612	1470	928
613	1472	926
614	1475	923
615	1477	921
616	1479	918
617	1482	916
618	1484	913
619	1486	911
620	1489	908
621	1491	906
622	1493	903
623	1496	901
624	1498	899
625	1500	896
626	1502	894
627	1505	891
628	1507	889
629	1509	886
630	1512	884
631	1514	881
632	1516	879
633	1519	877
634	1521	874
635	1523	872
636	1526	869
637	1528	867
638	1530	864
639	1533	862
640	1535	859
641	1537	857
642	1540	855
643	1542	852
644	1544	850
645	1546	847
646	1549	845
647	1551	842
648	1553	840
649	1556	838
650	1558	835
651	1561	833
652	1563	830
653	1565	828
654	1568	825
655	1570	823
656	1572	821
657	1575	818
658	1577	816
659	1579	813
660	1582	811
661	1584	809
662	1586	806
663	1589	804
664	1591	801
665	1593	799
666	1596	796
667	1598	794
668	1600	792
669	1603	789
670	1605	787
671	1607	784
672	1610	782
673	1612	779
674	1614	777
675	1617	775
676	1619	772
677	1621	770
678	1624	767
679	1626	765
680	1628	762
681	1630	760
682	1633	758
683	1635	755
684	1637	753
685	1640	750
686	1642	748
687	1644	745
688	1647	743
689	1649	740
690	1651	738
691	1653	736
692	1656	733
693	1658	731
694	1660	728
695	1663	726
696	1665	724
697	1667	721
698	1670	719
699	1672	716
700	1674	714
701	1677	711
702	1679	709
703	1681	707
704	1683	704
705	1686	702
706	1688	699
707	1690	697
708	1693	694
709	1695	692
710	1697	690
711	1699	687
712	1702	685
713	1704	682
714	1706	680
715	1709	677
716	1711	675
717	1713	673
718	1716	670
719	1718	668
720	1720	665
721	1723	663
722	1725	661
723	1727	658
724	1730	656
725	1732	653
726	1734	651
727	1737	649
728	1739	646
729	1741	644
730	1744	641
731	1746	639
732	1748	636
733	1750	634
734	1753	632
735	1755	629
736	1757	627
737	1760	624
738	1762	622
739	1764	620
740	1767	617
741	1769	615
742	1771	612
743	1774	610
744	1776	608
745	1778	605
746	1781	603
747	1783	600
748	1785	598
749	1788	596
750	1789	593
751	1792	591
752	1794	588
753	1796	586
754	1799	583
755	1801	581
756	1803	579
757	1806	576
758	1808	574
759	1810	571
760	1813	569
761	1815	567
762	1817	564
763	1820	562
764	1822	559
765	1824	557
766	1827	555
767	1829	552
768	1831	550
769	1834	547
770	1836	545
771	1838	543
772	1841	540
773	1843	538
774	1845	535
775	1847	533
776	1850	531
777	1852	528
778	1854	526
779	1857	523
780	1859	521
781	1861	519
782	1864	516
783	1866	514
784	1868	511
785	1871	509
786	1873	507
787	1875	504
788	1878	502
789	1880	499
790	1882	497
791	1885	495
792	1887	492
793	1889	490
794	1892	487
795	1894	485
796	1896	483
797	1899	480
798	1901	478
799	1903	475
800	1906	473
801	1908	471
802	1910	468
803	1913	466
804	1915	463
805	1917	461
806	1919	459
807	1922	456
808	1924	454
809	1927	452
810	1929	449
811	1931	447
812	1933	444
813	1936	442
814	1938	440
815	1940	437
816	1943	435
817	1945	432
818	1947	430
819	1950	428
820	1952	425
821	1954	423
822	1957	420
823	1959	418
824	1961	416
825	1964	413
826	1966	411
827	1968	408
828	1971	406
829	1973	404
830	1975	401
831	1977	399
832	1979	396
833	1981	394
834	1984	392
835	1986	389
836	1988	387
837	1991	384
838	1993	382
839	1995	380
840	1997	377
841	1999	375
842	2002	372
843	2004	370
844	2006	368
845	2008	365
846	2011	363
847	2013	360
848	2015	358
849	2018	356
850	2020	353
851	2022	351
852	2025	349
853	2027	346
854	2030	344
855	2032	341
856	2034	339
857	2036	337
858	2039	334
859	2041	332
860	2044	329
861	2046	327
862	2048	325
863	2051	322
864	2053	320
865	2055	318
866	2057	315
867	2060	313
868	2062	310
869	2064	308
870	2067	306
871	2069	303
872	2071	301
873	2074	299
874	2076	296
875	2078	294
876	2081	291
877	2083	289
878	2085	287
879	2087	284
880	2090	282
881	2092	279
882	2094	277
883	2097	275
884	2099	272
885	2101	270
886	2103	267
887	2105	265
888	2108	263
889	2110	260
890	2112	258
891	2115	256
892	2117	253
893	2119	251
894	2122	248
895	2124	246
896	2126	244
897	2129	241
898	2131	239
899	2133	237
900	2136	234
901	2138	232
902	2140	229
903	2143	227
904	2145	225
905	2147	222
906	2150	220
907	2152	218
908	2154	215
909	2157	213
910	2159	210
911	2161	208
912	2164	206
913	2166	203
914	2168	201
915	2171	199
916	2173	196
917	2176	194
918	2178	192
919	2180	189
920	2183	187
921	2185	184
922	2187	182
923	2190	180
924	2192	177
925	2194	175
926	2197	173
927	2199	170
928	2201	168
929	2204	165
930	2206	163
931	2208	161
932	2211	158
933	2213	156
934	2215	154
935	2218	151
936	2220	149
937	2222	146
938	2225	144
939	2227	142
940	2229	139
941	2232	137
942	2234	135
943	2236	132
944	2239	130
945	2242	128
946	2244	125
947	2247	123
948	2249	120
949	2251	118
950	2254	116
951	2256	113
952	2258	111
953	2261	109
954	2263	106
955	2265	104
956	2268	101
957	2270	99
958	2272	97
959	2275	94
960	2277	92
961	2280	90
962	2282	87
963	2284	85
964	2287	82
965	2289	80
966	2291	78
967	2294	75
968	2296	73
969	2299	71
970	2301	68
971	2303	66
972	2306	63
973	2308	61
974	2311	59
975	2313	56
976	2315	54
977	2318	52
978	2320	49
979	2322	47
980	2325	45
981	2327	42
982	2329	40
983	2332	37
984	2334	35
985	2336	33
986	2339	30
987	2341	28
988	2343	26
989	2346	23
990	2348	21
991	2350	18
992	2353	16
993	2355	14
994	2357	11
995	2360	9
996	2362	7
997	2364	4
998	2367	2
999	2369	0
