iter	Logloss
908	0.09728136602
909	0.09724684977
910	0.09723407818
911	0.09721626715
912	0.09719797007
913	0.09717182511
914	0.0971318584
915	0.09709838205
916	0.09707966233
917	0.0970500842
918	0.09703690935
919	0.09701178763
920	0.09696767254
921	0.09695630453
922	0.09692123398
923	0.09690861274
924	0.09689318317
925	0.09685339103
926	0.09683636674
927	0.09676648569
928	0.09672246475
929	0.09667760445
930	0.09664868346
931	0.09661829606
932	0.09660177596
933	0.09658176723
934	0.09654312669
935	0.09650413252
936	0.09643949416
937	0.09640495983
938	0.09638627992
939	0.09634653778
940	0.0963274262
941	0.09631738077
942	0.09630157261
943	0.09627153468
944	0.09623165425
945	0.09618938641
946	0.09617732748
947	0.09616360799
948	0.09615178226
949	0.0961336843
950	0.09611423432
951	0.09610358418
952	0.09609354943
953	0.09603972638
954	0.09598029162
955	0.09594454494
956	0.09592592611
957	0.0959014471
958	0.0958775326
959	0.0958578308
960	0.09582259645
961	0.09579626613
962	0.09577533811
963	0.09575667762
964	0.09572086835
965	0.09570746997
966	0.09569019619
967	0.09567164139
968	0.09563850142
969	0.09559769636
970	0.0955633454
971	0.09554526023
972	0.09552390627
973	0.09548584022
974	0.09544925897
975	0.09542956806
976	0.09541393757
977	0.09536536535
978	0.09535377545
979	0.09533937239
980	0.09532316069
981	0.09530372887
982	0.09526349985
983	0.09525163917
984	0.09520617132
985	0.09519745961
986	0.09518393072
987	0.09517486523
988	0.09516332231
989	0.09512892662
990	0.09508331847
991	0.09505274154
992	0.09501798105
993	0.09498460188
994	0.09497421618
995	0.09496091597
996	0.09494303668
997	0.09489355537
998	0.09487785134
999	0.09485048265
